UsageID,ZoneID,Date,TotalUsageGB,PeakUsageGB
1445,2,2024-04-26,214.1,390.52
1446,3,2024-04-26,246.86,368.03
1447,1,2024-04-27,189.51,278.34
1448,2,2024-04-27,203.45,279.86
1449,3,2024-04-27,252.55,378.5
1450,1,2024-04-28,231.19,349.42
1451,2,2024-04-28,224.74,331.6
1452,3,2024-04-28,212.85,355.83
1453,1,2024-04-29,286.97,390.22
1454,2,2024-04-29,168.75,264.23
1455,3,2024-04-29,182.99,257.13
1456,1,2024-04-30,238.8,383.83
1457,2,2024-04-30,206.3,368.37
1458,3,2024-04-30,239.79,473.19
1459,1,2024-05-01,254.33,351.5
1460,2,2024-05-01,272.35,496.7
1461,3,2024-05-01,206.09,325.42
1462,1,2024-05-02,240.39,408.05
1463,2,2024-05-02,224.43,446.83
1464,3,2024-05-02,187.0,268.64
1465,1,2024-05-03,227.25,362.55
1466,2,2024-05-03,276.67,440.36
1467,3,2024-05-03,270.63,413.58
1468,1,2024-05-04,234.83,468.98
1469,2,2024-05-04,224.44,375.78
1470,3,2024-05-04,252.22,455.72
1471,1,2024-05-05,224.68,346.17
1472,2,2024-05-05,168.41,269.04
1473,3,2024-05-05,225.95,425.75
1474,1,2024-05-06,267.57,383.92
1475,2,2024-05-06,251.25,359.48
1476,3,2024-05-06,236.86,387.43
1477,1,2024-05-07,246.43,350.31
1478,2,2024-05-07,260.82,517.31
1479,3,2024-05-07,225.83,323.06
1480,1,2024-05-08,214.89,421.65
1481,2,2024-05-08,249.4,399.78
1482,3,2024-05-08,235.4,427.63
1483,1,2024-05-09,247.47,329.3
1484,2,2024-05-09,237.69,398.46
1485,3,2024-05-09,247.67,411.22
1486,1,2024-05-10,272.93,415.41
1487,2,2024-05-10,242.6,449.41
1488,3,2024-05-10,199.62,379.46
1489,1,2024-05-11,246.75,408.26
1490,2,2024-05-11,214.81,305.77
1491,3,2024-05-11,264.07,428.37
1492,1,2024-05-12,251.54,358.56
1493,2,2024-05-12,221.7,300.15
1494,3,2024-05-12,242.77,356.81
1495,1,2024-05-13,207.55,343.0
1496,2,2024-05-13,297.56,443.57
1497,3,2024-05-13,228.92,324.03
1498,1,2024-05-14,244.52,349.92
1499,2,2024-05-14,240.98,445.04
1500,3,2024-05-14,213.91,327.41
1501,1,2024-05-15,194.38,259.65
1502,2,2024-05-15,203.54,395.77
1503,3,2024-05-15,235.63,457.35
1504,1,2024-05-16,246.99,370.94
1505,2,2024-05-16,231.18,458.58
1506,3,2024-05-16,216.3,319.7
1507,1,2024-05-17,195.71,331.24
1508,2,2024-05-17,254.62,416.13
1509,3,2024-05-17,209.42,331.84
1510,1,2024-05-18,273.07,517.63
1511,2,2024-05-18,256.01,381.53
1512,3,2024-05-18,254.27,411.64
1513,1,2024-05-19,179.66,358.44
1514,2,2024-05-19,242.8,391.87
1515,3,2024-05-19,255.16,375.94
1516,1,2024-05-20,213.77,397.96
1517,2,2024-05-20,227.75,375.43
1518,3,2024-05-20,230.53,319.7
1519,1,2024-05-21,250.61,398.55
1520,2,2024-05-21,240.34,441.2
1521,3,2024-05-21,270.35,402.21
1522,1,2024-05-22,231.58,301.93
1523,2,2024-05-22,210.71,372.84
1524,3,2024-05-22,229.9,315.98
1525,1,2024-05-23,175.75,293.1
1526,2,2024-05-23,262.23,350.07
1527,3,2024-05-23,260.98,480.93
1528,1,2024-05-24,206.17,363.42
1529,2,2024-05-24,229.25,353.42
1530,3,2024-05-24,236.73,419.61
1531,1,2024-05-25,260.86,461.34
1532,2,2024-05-25,175.66,284.38
1533,3,2024-05-25,253.98,408.33
1534,1,2024-05-26,225.5,389.92
1535,2,2024-05-26,240.79,477.63
1536,3,2024-05-26,221.91,317.67
1537,1,2024-05-27,225.7,384.1
1538,2,2024-05-27,247.6,485.43
1539,3,2024-05-27,247.68,474.26
1540,1,2024-05-28,266.31,468.89
1541,2,2024-05-28,231.6,453.88
1542,3,2024-05-28,210.74,352.47
1543,1,2024-05-29,172.25,291.75
1544,2,2024-05-29,234.2,458.2
1545,3,2024-05-29,196.27,351.94
1546,1,2024-05-30,246.32,393.24
1547,2,2024-05-30,256.81,372.54
1548,3,2024-05-30,232.63,375.37
1549,1,2024-05-31,279.68,376.95
1550,2,2024-05-31,207.19,296.41
1551,3,2024-05-31,274.72,365.48
1552,1,2024-06-01,163.76,263.71
1553,2,2024-06-01,200.7,322.97
1554,3,2024-06-01,239.71,435.69
1555,1,2024-06-02,236.66,371.16
1556,2,2024-06-02,207.21,334.75
1557,3,2024-06-02,209.43,359.96
1558,1,2024-06-03,223.1,356.39
1559,2,2024-06-03,244.9,417.76
1560,3,2024-06-03,251.81,369.11
1561,1,2024-06-04,275.89,381.34
1562,2,2024-06-04,227.59,314.77
1563,3,2024-06-04,240.38,398.13
1564,1,2024-06-05,222.45,441.18
1565,2,2024-06-05,221.53,440.87
1566,3,2024-06-05,242.13,397.87
1567,1,2024-06-06,227.86,447.14
1568,2,2024-06-06,262.69,478.23
1569,3,2024-06-06,286.61,418.09
1570,1,2024-06-07,237.87,451.59
1571,2,2024-06-07,249.31,497.09
1572,3,2024-06-07,183.21,244.96
1573,1,2024-06-08,245.82,429.15
1574,2,2024-06-08,202.29,365.53
1575,3,2024-06-08,225.84,371.08
1576,1,2024-06-09,248.54,444.96
1577,2,2024-06-09,239.96,473.5
1578,3,2024-06-09,244.94,445.18
1579,1,2024-06-10,247.23,409.34
1580,2,2024-06-10,220.71,428.8
1581,3,2024-06-10,235.67,308.59
1582,1,2024-06-11,213.29,299.64
1583,2,2024-06-11,262.03,417.57
1584,3,2024-06-11,203.64,327.91
1585,1,2024-06-12,254.39,502.29
1586,2,2024-06-12,215.47,428.4
1587,3,2024-06-12,211.89,290.02
1588,1,2024-06-13,230.87,441.13
1589,2,2024-06-13,193.5,324.26
1590,3,2024-06-13,241.08,417.23
1591,1,2024-06-14,242.14,396.77
1592,2,2024-06-14,257.07,442.7
1593,3,2024-06-14,218.45,364.93
1594,1,2024-06-15,213.45,309.44
1595,2,2024-06-15,230.94,323.35
1596,3,2024-06-15,239.37,465.81
1597,1,2024-06-16,199.06,332.54
1598,2,2024-06-16,173.0,263.17
1599,3,2024-06-16,240.87,321.08
1600,1,2024-06-17,282.27,382.51
1601,2,2024-06-17,265.19,465.07
1602,3,2024-06-17,190.21,272.14
1603,1,2024-06-18,231.06,394.25
1604,2,2024-06-18,259.43,480.61
1605,3,2024-06-18,231.9,414.35
1606,1,2024-06-19,199.5,287.89
1607,2,2024-06-19,193.18,293.93
1608,3,2024-06-19,218.67,328.21
1609,1,2024-06-20,224.55,414.48
1610,2,2024-06-20,221.37,385.9
1611,3,2024-06-20,222.76,424.49
1612,1,2024-06-21,193.71,302.3
1613,2,2024-06-21,200.33,348.5
1614,3,2024-06-21,198.0,308.59
1615,1,2024-06-22,161.74,253.78
1616,2,2024-06-22,197.46,279.42
1617,3,2024-06-22,210.91,300.93
1618,1,2024-06-23,233.96,357.76
1619,2,2024-06-23,215.92,385.53
1620,3,2024-06-23,193.23,338.8
1621,1,2024-06-24,174.72,330.51
1622,2,2024-06-24,243.93,463.74
1623,3,2024-06-24,214.75,388.52
1624,1,2024-06-25,208.78,377.05
1625,2,2024-06-25,233.42,307.83
1626,3,2024-06-25,182.25,310.29
1627,1,2024-06-26,228.09,438.34
1628,2,2024-06-26,233.79,378.46
1629,3,2024-06-26,210.05,409.69
1630,1,2024-06-27,259.31,350.2
1631,2,2024-06-27,219.47,285.99
1632,3,2024-06-27,254.14,383.28
1633,1,2024-06-28,257.09,389.82
1634,2,2024-06-28,242.56,389.75
1635,3,2024-06-28,244.22,470.0
1636,1,2024-06-29,217.24,364.25
1637,2,2024-06-29,209.11,353.12
1638,3,2024-06-29,233.96,346.12
1639,1,2024-06-30,211.66,361.68
1640,2,2024-06-30,161.2,267.52
1641,3,2024-06-30,229.0,342.15
1642,1,2024-07-01,203.01,388.31
1643,2,2024-07-01,248.52,462.56
1644,3,2024-07-01,205.19,278.48
1645,1,2024-07-02,188.94,270.09
1646,2,2024-07-02,244.91,359.26
1647,3,2024-07-02,263.94,400.54
1648,1,2024-07-03,220.96,439.8
1649,2,2024-07-03,248.09,432.54
1650,3,2024-07-03,218.18,374.03
1651,1,2024-07-04,255.38,420.85
1652,2,2024-07-04,206.38,401.54
1653,3,2024-07-04,248.08,451.49
1654,1,2024-07-05,224.86,307.23
1655,2,2024-07-05,291.68,395.65
1656,3,2024-07-05,243.84,379.6
1657,1,2024-07-06,224.59,324.98
1658,2,2024-07-06,281.62,396.84
1659,3,2024-07-06,200.78,284.36
1660,1,2024-07-07,257.17,354.49
1661,2,2024-07-07,252.38,455.1
1662,3,2024-07-07,275.55,546.05
1663,1,2024-07-08,257.64,348.8
1664,2,2024-07-08,231.09,427.93
1665,3,2024-07-08,280.05,364.42
1666,1,2024-07-09,274.4,395.78
1667,2,2024-07-09,238.99,463.76
1668,3,2024-07-09,246.99,345.58
1669,1,2024-07-10,185.81,367.52
1670,2,2024-07-10,243.71,447.54
1671,3,2024-07-10,238.11,336.01
1672,1,2024-07-11,232.94,412.49
1673,2,2024-07-11,304.49,560.96
1674,3,2024-07-11,257.67,474.8
1675,1,2024-07-12,264.79,393.13
1676,2,2024-07-12,238.87,379.55
1677,3,2024-07-12,267.03,410.14
1678,1,2024-07-13,252.14,388.76
1679,2,2024-07-13,180.59,277.3
1680,3,2024-07-13,226.04,393.35
1681,1,2024-07-14,237.44,468.89
1682,2,2024-07-14,189.51,367.71
1683,3,2024-07-14,191.4,381.61
1684,1,2024-07-15,214.43,311.34
1685,2,2024-07-15,289.27,456.48
1686,3,2024-07-15,210.94,308.98
1687,1,2024-07-16,219.12,320.63
1688,2,2024-07-16,227.52,325.24
1689,3,2024-07-16,247.01,438.45
1690,1,2024-07-17,234.05,335.33
1691,2,2024-07-17,301.33,468.06
1692,3,2024-07-17,247.38,459.65
1693,1,2024-07-18,237.4,364.84
1694,2,2024-07-18,201.64,263.66
1695,3,2024-07-18,163.24,232.79
1696,1,2024-07-19,213.1,333.72
1697,2,2024-07-19,228.42,364.58
1698,3,2024-07-19,197.95,342.39
1699,1,2024-07-20,209.26,376.71
1700,2,2024-07-20,215.88,399.41
1701,3,2024-07-20,235.98,386.07
1702,1,2024-07-21,215.39,346.06
1703,2,2024-07-21,236.1,412.46
1704,3,2024-07-21,222.66,417.38
1705,1,2024-07-22,214.3,418.44
1706,2,2024-07-22,255.14,346.09
1707,3,2024-07-22,190.33,338.29
1708,1,2024-07-23,243.16,454.54
1709,2,2024-07-23,217.23,344.52
1710,3,2024-07-23,258.93,402.15
1711,1,2024-07-24,206.34,366.43
1712,2,2024-07-24,180.25,313.46
1713,3,2024-07-24,228.56,439.33
1714,1,2024-07-25,271.43,540.65
1715,2,2024-07-25,204.45,289.79
1716,3,2024-07-25,221.61,348.11
1717,1,2024-07-26,249.6,474.11
1718,2,2024-07-26,232.26,460.38
1719,3,2024-07-26,220.16,338.16
1720,1,2024-07-27,237.44,451.7
1721,2,2024-07-27,302.28,523.49
1722,3,2024-07-27,255.9,507.09
1723,1,2024-07-28,291.13,398.29
1724,2,2024-07-28,244.64,394.49
1725,3,2024-07-28,244.69,398.93
1726,1,2024-07-29,252.2,457.62
1727,2,2024-07-29,241.99,451.01
1728,3,2024-07-29,226.4,417.97
1729,1,2024-07-30,219.13,409.17
1730,2,2024-07-30,236.65,316.09
1731,3,2024-07-30,238.01,312.08
1732,1,2024-07-31,244.76,336.42
1733,2,2024-07-31,266.24,507.98
1734,3,2024-07-31,280.56,534.12
1735,1,2024-08-01,197.01,351.41
1736,2,2024-08-01,268.29,383.39
1737,3,2024-08-01,249.2,397.98
1738,1,2024-08-02,221.17,404.06
1739,2,2024-08-02,269.49,441.07
1740,3,2024-08-02,241.08,354.9
1741,1,2024-08-03,260.27,466.01
1742,2,2024-08-03,230.92,331.15
1743,3,2024-08-03,232.02,405.83
1744,1,2024-08-04,237.45,370.62
1745,2,2024-08-04,287.29,494.25
1746,3,2024-08-04,227.05,369.9
1747,1,2024-08-05,248.0,419.04
1748,2,2024-08-05,215.56,429.35
1749,3,2024-08-05,275.47,539.54
1750,1,2024-08-06,309.28,505.87
1751,2,2024-08-06,226.62,340.73
1752,3,2024-08-06,202.25,334.75
1753,1,2024-08-07,316.26,473.49
1754,2,2024-08-07,271.36,455.21
1755,3,2024-08-07,243.12,440.56
1756,1,2024-08-08,197.54,388.42
1757,2,2024-08-08,263.32,387.35
1758,3,2024-08-08,276.31,457.26
1759,1,2024-08-09,193.86,286.23
1760,2,2024-08-09,190.69,292.48
1761,3,2024-08-09,221.58,297.84
1762,1,2024-08-10,284.19,379.32
1763,2,2024-08-10,221.35,433.65
1764,3,2024-08-10,219.88,375.11
1765,1,2024-08-11,273.22,428.78
1766,2,2024-08-11,295.93,400.71
1767,3,2024-08-11,179.84,246.3
1768,1,2024-08-12,204.19,315.78
1769,2,2024-08-12,214.8,322.14
1770,3,2024-08-12,210.68,366.26
1771,1,2024-08-13,284.74,371.55
1772,2,2024-08-13,206.87,358.22
1773,3,2024-08-13,286.06,555.29
1774,1,2024-08-14,198.43,391.63
1775,2,2024-08-14,201.4,392.42
1776,3,2024-08-14,246.07,402.65
1777,1,2024-08-15,211.16,409.57
1778,2,2024-08-15,228.79,452.08
1779,3,2024-08-15,238.74,452.74
1780,1,2024-08-16,256.12,458.93
1781,2,2024-08-16,278.33,453.37
1782,3,2024-08-16,236.3,437.34
1783,1,2024-08-17,243.88,476.66
1784,2,2024-08-17,250.84,419.86
1785,3,2024-08-17,250.55,421.57
1786,1,2024-08-18,195.5,290.09
1787,2,2024-08-18,213.9,350.9
1788,3,2024-08-18,254.08,374.17
1789,1,2024-08-19,218.2,381.14
1790,2,2024-08-19,254.65,366.54
1791,3,2024-08-19,271.97,519.12
1792,1,2024-08-20,253.65,439.68
1793,2,2024-08-20,264.88,468.55
1794,3,2024-08-20,184.16,319.24
1795,1,2024-08-21,257.45,409.35
1796,2,2024-08-21,198.64,321.15
1797,3,2024-08-21,271.34,390.73
1798,1,2024-08-22,278.95,362.88
1799,2,2024-08-22,253.32,487.55
1800,3,2024-08-22,263.71,392.55
1801,1,2024-08-23,238.91,463.84
1802,2,2024-08-23,247.87,433.7
1803,3,2024-08-23,212.73,370.91
1804,1,2024-08-24,203.09,360.62
1805,2,2024-08-24,259.18,455.57
1806,3,2024-08-24,242.17,342.81
1807,1,2024-08-25,212.63,418.07
1808,2,2024-08-25,271.05,363.84
1809,3,2024-08-25,202.29,393.82
1810,1,2024-08-26,240.01,317.51
1811,2,2024-08-26,259.4,387.62
1812,3,2024-08-26,252.52,457.16
1813,1,2024-08-27,258.07,388.36
1814,2,2024-08-27,230.42,382.8
1815,3,2024-08-27,271.65,537.89
1816,1,2024-08-28,210.0,290.07
1817,2,2024-08-28,249.5,419.0
1818,3,2024-08-28,280.48,486.35
1819,1,2024-08-29,256.8,424.4
1820,2,2024-08-29,266.0,351.19
1821,3,2024-08-29,265.88,453.1
1822,1,2024-08-30,233.62,366.28
1823,2,2024-08-30,261.33,448.23
1824,3,2024-08-30,205.35,290.87
1825,1,2024-08-31,347.99,483.13
1826,2,2024-08-31,241.78,479.11
1827,3,2024-08-31,222.96,427.41
1828,1,2024-09-01,190.75,341.8
1829,2,2024-09-01,234.54,327.13
1830,3,2024-09-01,240.11,377.81
1831,1,2024-09-02,216.0,290.77
1832,2,2024-09-02,162.44,215.68
1833,3,2024-09-02,212.67,374.1
1834,1,2024-09-03,256.81,360.86
1835,2,2024-09-03,193.5,278.83
1836,3,2024-09-03,256.19,372.65
1837,1,2024-09-04,284.24,533.62
1838,2,2024-09-04,174.77,316.16
1839,3,2024-09-04,235.38,311.23
1840,1,2024-09-05,202.55,344.15
1841,2,2024-09-05,276.02,382.82
1842,3,2024-09-05,271.09,447.29
1843,1,2024-09-06,241.38,326.01
1844,2,2024-09-06,249.41,369.56
1845,3,2024-09-06,226.77,412.84
1846,1,2024-09-07,207.02,279.85
1847,2,2024-09-07,247.32,396.64
1848,3,2024-09-07,243.67,374.98
1849,1,2024-09-08,280.79,545.53
1850,2,2024-09-08,266.01,515.61
1851,3,2024-09-08,240.18,364.31
1852,1,2024-09-09,247.1,373.46
1853,2,2024-09-09,224.16,297.84
1854,3,2024-09-09,235.54,344.45
1855,1,2024-09-10,228.84,454.43
1856,2,2024-09-10,249.1,431.76
1857,3,2024-09-10,187.15,260.48
1858,1,2024-09-11,321.84,598.08
1859,2,2024-09-11,232.91,327.66
1860,3,2024-09-11,244.89,367.43
1861,1,2024-09-12,242.51,474.95
1862,2,2024-09-12,270.54,403.75
1863,3,2024-09-12,274.53,361.55
1864,1,2024-09-13,269.36,393.53
1865,2,2024-09-13,295.87,440.49
1866,3,2024-09-13,199.36,294.69
1867,1,2024-09-14,192.45,351.41
1868,2,2024-09-14,221.64,384.67
1869,3,2024-09-14,256.63,495.81
1870,1,2024-09-15,301.59,405.7
1871,2,2024-09-15,220.26,382.41
1872,3,2024-09-15,268.77,523.58
1873,1,2024-09-16,241.93,432.8
1874,2,2024-09-16,236.8,447.8
1875,3,2024-09-16,254.99,490.5
1876,1,2024-09-17,261.16,354.71
1877,2,2024-09-17,242.98,366.12
1878,3,2024-09-17,268.73,350.5
1879,1,2024-09-18,224.43,293.69
1880,2,2024-09-18,248.31,395.38
1881,3,2024-09-18,247.4,413.11
1882,1,2024-09-19,227.48,385.15
1883,2,2024-09-19,280.16,530.44
1884,3,2024-09-19,263.96,508.45
1885,1,2024-09-20,273.83,384.6
1886,2,2024-09-20,273.34,387.76
1887,3,2024-09-20,221.45,373.59
1888,1,2024-09-21,266.31,396.82
1889,2,2024-09-21,235.14,332.87
1890,3,2024-09-21,195.95,370.78
1891,1,2024-09-22,257.23,418.85
1892,2,2024-09-22,229.55,331.6
1893,3,2024-09-22,218.92,327.3
1894,1,2024-09-23,189.11,353.03
1895,2,2024-09-23,240.79,317.87
1896,3,2024-09-23,178.75,260.55
1897,1,2024-09-24,232.24,381.21
1898,2,2024-09-24,266.04,406.32
1899,3,2024-09-24,223.68,417.94
1900,1,2024-09-25,267.03,380.77
1901,2,2024-09-25,263.74,395.65
1902,3,2024-09-25,234.95,455.23
1903,1,2024-09-26,255.29,381.66
1904,2,2024-09-26,216.54,330.12
1905,3,2024-09-26,252.9,367.47
1906,1,2024-09-27,281.21,551.68
1907,2,2024-09-27,273.84,530.78
1908,3,2024-09-27,237.77,378.74
1909,1,2024-09-28,284.54,496.76
1910,2,2024-09-28,180.3,241.27
1911,3,2024-09-28,243.75,390.58
1912,1,2024-09-29,242.84,427.01
1913,2,2024-09-29,226.51,359.09
1914,3,2024-09-29,216.15,323.29
1915,1,2024-09-30,216.37,283.59
1916,2,2024-09-30,236.18,339.63
1917,3,2024-09-30,271.08,495.02
1918,1,2024-10-01,229.53,415.09
1919,2,2024-10-01,247.08,339.27
1920,3,2024-10-01,264.83,496.02
1921,1,2024-10-02,275.0,523.06
1922,2,2024-10-02,239.27,475.76
1923,3,2024-10-02,243.65,392.04
1924,1,2024-10-03,260.99,516.6
1925,2,2024-10-03,272.58,498.71
1926,3,2024-10-03,244.53,466.15
1927,1,2024-10-04,231.11,344.57
1928,2,2024-10-04,291.1,521.73
1929,3,2024-10-04,270.06,495.03
1930,1,2024-10-05,240.43,428.01
1931,2,2024-10-05,266.45,395.28
1932,3,2024-10-05,285.4,562.25
1933,1,2024-10-06,267.06,429.98
1934,2,2024-10-06,237.51,374.64
1935,3,2024-10-06,231.99,358.16
1936,1,2024-10-07,264.6,410.79
1937,2,2024-10-07,236.7,446.55
1938,3,2024-10-07,240.14,399.68
1939,1,2024-10-08,234.08,345.65
1940,2,2024-10-08,244.75,442.34
1941,3,2024-10-08,283.96,398.42
1942,1,2024-10-09,219.52,329.08
1943,2,2024-10-09,296.14,573.75
1944,3,2024-10-09,252.67,495.13
1945,1,2024-10-10,243.74,432.15
1946,2,2024-10-10,213.63,390.26
1947,3,2024-10-10,229.13,426.4
1948,1,2024-10-11,250.23,476.27
1949,2,2024-10-11,235.03,335.12
1950,3,2024-10-11,295.03,410.73
1951,1,2024-10-12,278.93,489.94
1952,2,2024-10-12,271.65,462.07
1953,3,2024-10-12,229.69,343.99
1954,1,2024-10-13,254.19,360.77
1955,2,2024-10-13,225.95,346.06
1956,3,2024-10-13,247.41,473.28
1957,1,2024-10-14,254.36,377.35
1958,2,2024-10-14,223.16,348.05
1959,3,2024-10-14,239.38,322.77
1960,1,2024-10-15,245.14,399.29
1961,2,2024-10-15,259.31,345.82
1962,3,2024-10-15,243.59,459.9
1963,1,2024-10-16,224.56,304.03
1964,2,2024-10-16,253.06,354.17
1965,3,2024-10-16,251.97,436.29
1966,1,2024-10-17,245.7,463.66
1967,2,2024-10-17,328.92,460.69
1968,3,2024-10-17,236.69,394.02
1969,1,2024-10-18,235.03,443.19
1970,2,2024-10-18,193.11,341.84
1971,3,2024-10-18,241.63,393.52
1972,1,2024-10-19,200.16,351.04
1973,2,2024-10-19,235.54,354.82
1974,3,2024-10-19,272.91,397.32
1975,1,2024-10-20,270.33,391.13
1976,2,2024-10-20,288.79,465.76
1977,3,2024-10-20,278.01,521.21
1978,1,2024-10-21,179.52,345.53
1979,2,2024-10-21,264.65,492.71
1980,3,2024-10-21,209.81,292.91
1981,1,2024-10-22,220.72,345.17
1982,2,2024-10-22,236.29,314.09
1983,3,2024-10-22,254.99,487.67
1984,1,2024-10-23,249.94,413.94
1985,2,2024-10-23,293.2,428.78
1986,3,2024-10-23,264.03,444.83
1987,1,2024-10-24,178.39,288.82
1988,2,2024-10-24,239.58,440.51
1989,3,2024-10-24,271.35,523.32
1990,1,2024-10-25,243.91,483.33
1991,2,2024-10-25,254.72,367.95
1992,3,2024-10-25,230.82,313.02
1993,1,2024-10-26,272.65,410.67
1994,2,2024-10-26,250.73,395.87
1995,3,2024-10-26,272.96,374.35
1996,1,2024-10-27,261.18,448.11
1997,2,2024-10-27,272.81,405.33
1998,3,2024-10-27,228.5,413.41
1999,1,2024-10-28,212.8,394.77
2000,2,2024-10-28,249.39,454.66
2001,3,2024-10-28,255.76,450.48
2002,1,2024-10-29,284.53,561.76
2003,2,2024-10-29,179.88,271.46
2004,3,2024-10-29,218.75,395.53
2005,1,2024-10-30,241.5,368.25
2006,2,2024-10-30,237.91,343.03
2007,3,2024-10-30,248.56,343.7
2008,1,2024-10-31,214.83,325.42
2009,2,2024-10-31,253.02,420.91
2010,3,2024-10-31,276.56,516.49
2011,1,2024-11-01,224.67,313.21
2012,2,2024-11-01,297.46,543.38
2013,3,2024-11-01,245.0,451.84
2014,1,2024-11-02,234.97,421.38
2015,2,2024-11-02,264.97,460.47
2016,3,2024-11-02,287.8,474.18
2017,1,2024-11-03,251.18,347.45
2018,2,2024-11-03,196.98,393.15
2019,3,2024-11-03,282.42,547.23
2020,1,2024-11-04,242.93,320.41
2021,2,2024-11-04,287.21,461.32
2022,3,2024-11-04,263.79,354.13
2023,1,2024-11-05,211.11,405.55
2024,2,2024-11-05,232.11,409.98
2025,3,2024-11-05,278.75,461.64
2026,1,2024-11-06,236.35,452.09
2027,2,2024-11-06,272.68,376.49
2028,3,2024-11-06,287.22,494.54
2029,1,2024-11-07,290.42,414.94
2030,2,2024-11-07,268.05,462.91
2031,3,2024-11-07,290.83,469.85
2032,1,2024-11-08,267.83,384.01
2033,2,2024-11-08,252.66,422.8
2034,3,2024-11-08,256.62,334.74
2035,1,2024-11-09,283.61,553.38
2036,2,2024-11-09,252.95,357.73
2037,3,2024-11-09,238.37,423.44
2038,1,2024-11-10,259.49,476.63
2039,2,2024-11-10,185.52,312.51
2040,3,2024-11-10,215.94,325.04
2041,1,2024-11-11,287.73,396.49
2042,2,2024-11-11,253.34,426.88
2043,3,2024-11-11,287.98,442.24
2044,1,2024-11-12,231.89,430.62
2045,2,2024-11-12,303.7,543.68
2046,3,2024-11-12,212.68,324.28
2047,1,2024-11-13,289.54,465.96
2048,2,2024-11-13,246.88,401.89
2049,3,2024-11-13,296.9,400.61
2050,1,2024-11-14,267.55,459.87
2051,2,2024-11-14,243.41,432.98
2052,3,2024-11-14,280.96,415.92
2053,1,2024-11-15,274.42,394.2
2054,2,2024-11-15,302.66,400.99
2055,3,2024-11-15,271.09,438.08
2056,1,2024-11-16,281.24,406.21
2057,2,2024-11-16,252.03,491.15
2058,3,2024-11-16,266.28,387.59
2059,1,2024-11-17,258.41,506.65
2060,2,2024-11-17,285.11,395.36
2061,3,2024-11-17,259.15,460.33
2062,1,2024-11-18,228.89,358.28
2063,2,2024-11-18,263.56,489.54
2064,3,2024-11-18,258.8,496.99
2065,1,2024-11-19,245.83,441.26
2066,2,2024-11-19,273.16,498.02
2067,3,2024-11-19,253.7,446.31
2068,1,2024-11-20,223.4,335.85
2069,2,2024-11-20,240.46,412.0
2070,3,2024-11-20,259.51,355.72
2071,1,2024-11-21,288.45,500.82
2072,2,2024-11-21,293.97,435.08
2073,3,2024-11-21,228.28,382.44
2074,1,2024-11-22,307.77,547.49
2075,2,2024-11-22,257.98,378.78
2076,3,2024-11-22,249.32,495.48
2077,1,2024-11-23,299.51,431.9
2078,2,2024-11-23,259.79,497.82
2079,3,2024-11-23,256.33,485.93
2080,1,2024-11-24,270.85,479.07
2081,2,2024-11-24,262.11,483.72
2082,3,2024-11-24,250.65,482.23
2083,1,2024-11-25,233.61,350.85
2084,2,2024-11-25,191.72,294.31
2085,3,2024-11-25,281.67,440.88
2086,1,2024-11-26,226.95,411.27
2087,2,2024-11-26,273.14,483.52
2088,3,2024-11-26,312.36,527.12
2089,1,2024-11-27,226.65,418.61
2090,2,2024-11-27,290.86,438.91
2091,3,2024-11-27,253.28,331.57
2092,1,2024-11-28,262.23,426.35
2093,2,2024-11-28,258.83,354.99
2094,3,2024-11-28,268.04,368.72
2095,1,2024-11-29,209.97,361.82
2096,2,2024-11-29,246.62,481.85
2097,3,2024-11-29,284.04,546.32
2098,1,2024-11-30,210.76,371.16
2099,2,2024-11-30,246.51,352.24
2100,3,2024-11-30,243.45,470.48
2101,1,2024-12-01,300.45,426.97
2102,2,2024-12-01,172.38,249.94
2103,3,2024-12-01,278.59,426.38
2104,1,2024-12-02,290.46,539.34
2105,2,2024-12-02,267.77,459.8
2106,3,2024-12-02,244.28,464.92
2107,1,2024-12-03,258.04,449.02
2108,2,2024-12-03,265.78,507.46
2109,3,2024-12-03,251.1,499.19
2110,1,2024-12-04,254.13,490.38
2111,2,2024-12-04,281.95,437.59
2112,3,2024-12-04,229.28,389.37
2113,1,2024-12-05,262.18,367.19
2114,2,2024-12-05,240.04,329.78
2115,3,2024-12-05,345.52,667.05
2116,1,2024-12-06,190.27,379.02
2117,2,2024-12-06,250.27,454.26
2118,3,2024-12-06,239.34,421.3
2119,1,2024-12-07,256.99,437.04
2120,2,2024-12-07,180.27,314.93
2121,3,2024-12-07,314.36,434.45
2122,1,2024-12-08,255.49,464.81
2123,2,2024-12-08,195.54,288.9
2124,3,2024-12-08,247.67,331.53
2125,1,2024-12-09,233.07,433.01
2126,2,2024-12-09,257.23,338.67
2127,3,2024-12-09,212.43,327.52
2128,1,2024-12-10,279.16,465.49
2129,2,2024-12-10,186.87,324.87
2130,3,2024-12-10,234.47,394.81
2131,1,2024-12-11,229.04,322.77
2132,2,2024-12-11,243.21,322.42
2133,3,2024-12-11,221.84,425.39
2134,1,2024-12-12,253.55,404.61
2135,2,2024-12-12,215.72,319.6
2136,3,2024-12-12,289.76,542.25
2137,1,2024-12-13,237.02,361.8
2138,2,2024-12-13,252.58,349.39
2139,3,2024-12-13,205.06,384.33
2140,1,2024-12-14,250.28,336.81
2141,2,2024-12-14,247.78,492.07
2142,3,2024-12-14,264.55,484.84
