IncidentID,DeviceID,IncidentType,StartTime,EndTime,Severity
860,312,Downtime,2023-10-13,2023-10-13 03:33:00,High
861,466,Security Breach,2023-02-05,2023-02-05 00:36:00,Low
862,373,Downtime,2023-05-28,2023-05-28 01:59:00,Low
863,156,Downtime,2023-08-16,2023-08-16 07:02:00,Low
864,153,Downtime,2023-12-02,2023-12-02 02:25:00,Medium
865,261,Security Breach,2023-11-07,2023-11-07 04:23:00,High
866,331,Security Breach,2023-12-20,2023-12-20 08:17:00,Medium
867,34,Downtime,2023-07-31,2023-07-31 07:14:00,Low
868,429,Downtime,2023-11-15,2023-11-15 08:49:00,High
869,361,Security Breach,2023-03-08,2023-03-08 09:42:00,High
870,349,Downtime,2023-03-16,2023-03-16 08:53:00,High
871,344,Downtime,2023-02-11,2023-02-11 06:48:00,Medium
872,375,Downtime,2023-10-16,2023-10-16 03:36:00,Low
873,455,Security Breach,2023-09-01,2023-09-01 01:28:00,High
874,195,Downtime,2023-01-02,2023-01-02 02:04:00,High
875,290,Downtime,2023-06-26,2023-06-26 06:30:00,Low
876,63,Downtime,2023-04-25,2023-04-25 01:13:00,Low
877,115,Security Breach,2023-07-24,2023-07-24 00:14:00,Low
878,252,Security Breach,2023-02-06,2023-02-06 04:48:00,Medium
879,239,Downtime,2023-07-06,2023-07-06 05:34:00,Medium
880,430,Downtime,2023-01-18,2023-01-18 05:14:00,Low
881,222,Downtime,2023-10-16,2023-10-16 05:13:00,High
882,146,Downtime,2023-06-09,2023-06-09 05:47:00,High
883,348,Downtime,2023-02-09,2023-02-09 06:35:00,Low
884,191,Security Breach,2023-05-30,2023-05-30 09:41:00,Medium
885,198,Downtime,2023-05-30,2023-05-30 03:31:00,Low
886,146,Security Breach,2023-01-05,2023-01-05 07:10:00,High
887,32,Downtime,2023-09-07,2023-09-07 07:46:00,Medium
888,103,Security Breach,2023-06-15,2023-06-15 00:40:00,Medium
889,465,Security Breach,2023-04-08,2023-04-08 03:45:00,High
890,276,Downtime,2023-02-05,2023-02-05 01:56:00,High
891,323,Security Breach,2024-01-01,2024-01-01 02:55:00,Low
892,334,Security Breach,2023-04-08,2023-04-08 06:03:00,Medium
893,56,Downtime,2023-07-30,2023-07-30 05:29:00,Low
894,340,Security Breach,2023-03-27,2023-03-27 03:49:00,Medium
895,445,Downtime,2023-03-18,2023-03-18 03:15:00,Medium
896,86,Downtime,2023-01-10,2023-01-10 09:07:00,Low
897,278,Downtime,2023-07-03,2023-07-03 00:42:00,Low
898,220,Security Breach,2023-02-22,2023-02-22 05:21:00,High
899,183,Downtime,2023-01-20,2023-01-20 09:00:00,Low
900,110,Downtime,2023-05-21,2023-05-21 05:42:00,Medium
901,270,Downtime,2023-04-20,2023-04-20 07:30:00,Low
902,82,Downtime,2023-05-03,2023-05-03 05:50:00,High
903,357,Downtime,2023-05-28,2023-05-28 03:55:00,Low
904,248,Downtime,2023-03-11,2023-03-11 04:46:00,Low
905,303,Security Breach,2023-08-03,2023-08-03 06:42:00,Medium
906,360,Security Breach,2023-10-08,2023-10-08 04:32:00,Low
907,210,Security Breach,2023-08-31,2023-08-31 08:17:00,High
908,45,Security Breach,2023-09-29,2023-09-29 07:30:00,High
909,290,Downtime,2023-08-07,2023-08-07 07:12:00,Medium
910,106,Security Breach,2023-06-30,2023-06-30 05:54:00,Medium
911,146,Security Breach,2023-07-23,2023-07-23 09:55:00,Low
912,363,Security Breach,2023-10-31,2023-10-31 00:57:00,High
913,38,Security Breach,2023-10-25,2023-10-25 01:09:00,Low
914,403,Security Breach,2023-05-01,2023-05-01 05:12:00,High
915,316,Security Breach,2023-06-18,2023-06-18 01:06:00,Low
916,174,Downtime,2023-11-21,2023-11-21 01:43:00,Low
917,300,Security Breach,2023-02-17,2023-02-17 05:27:00,High
918,106,Downtime,2023-04-20,2023-04-20 09:11:00,High
919,454,Security Breach,2023-07-11,2023-07-11 05:48:00,Low
920,247,Downtime,2023-11-25,2023-11-25 00:17:00,Low
921,90,Downtime,2023-08-27,2023-08-27 04:16:00,Low
922,239,Downtime,2023-08-12,2023-08-12 08:08:00,Low
923,19,Downtime,2023-10-21,2023-10-21 06:53:00,Low
924,353,Security Breach,2023-03-26,2023-03-26 01:12:00,High
925,215,Downtime,2023-10-26,2023-10-26 01:07:00,Low
926,331,Downtime,2023-02-23,2023-02-23 09:59:00,Low
927,436,Security Breach,2023-05-21,2023-05-21 04:36:00,Medium
928,27,Security Breach,2023-09-14,2023-09-14 02:49:00,Medium
929,272,Downtime,2023-01-17,2023-01-17 00:35:00,Medium
930,279,Downtime,2023-08-09,2023-08-09 07:50:00,Low
931,238,Security Breach,2023-08-25,2023-08-25 05:13:00,Low
932,500,Security Breach,2023-11-08,2023-11-08 07:56:00,Low
933,77,Security Breach,2023-08-02,2023-08-02 02:50:00,Medium
934,164,Downtime,2023-10-27,2023-10-27 06:11:00,Medium
935,266,Downtime,2023-04-05,2023-04-05 09:34:00,Medium
936,423,Downtime,2023-03-05,2023-03-05 07:42:00,High
937,94,Security Breach,2023-08-25,2023-08-25 01:39:00,High
938,424,Downtime,2023-12-28,2023-12-28 07:42:00,Medium
939,406,Downtime,2023-05-26,2023-05-26 06:25:00,Low
940,19,Security Breach,2023-09-15,2023-09-15 08:52:00,High
941,23,Downtime,2023-11-19,2023-11-19 04:21:00,High
942,379,Security Breach,2023-08-16,2023-08-16 06:58:00,Medium
943,164,Security Breach,2023-02-25,2023-02-25 08:16:00,High
944,373,Security Breach,2023-06-02,2023-06-02 09:26:00,Medium
945,474,Security Breach,2023-08-21,2023-08-21 07:06:00,High
946,470,Security Breach,2023-06-27,2023-06-27 05:49:00,Medium
947,497,Security Breach,2023-10-22,2023-10-22 09:41:00,Medium
948,289,Security Breach,2023-08-29,2023-08-29 02:15:00,Low
949,389,Downtime,2023-02-13,2023-02-13 08:48:00,High
950,356,Security Breach,2023-04-19,2023-04-19 00:31:00,High
951,109,Security Breach,2023-02-28,2023-02-28 05:31:00,Low
952,267,Downtime,2023-12-24,2023-12-24 03:24:00,High
953,318,Downtime,2023-05-02,2023-05-02 04:29:00,High
954,162,Downtime,2023-01-02,2023-01-02 09:19:00,Low
955,302,Downtime,2023-03-09,2023-03-09 09:41:00,Low
956,139,Security Breach,2023-05-12,2023-05-12 04:29:00,Low
957,239,Security Breach,2023-04-06,2023-04-06 06:10:00,High
958,63,Security Breach,2023-03-17,2023-03-17 00:35:00,High
959,257,Security Breach,2023-12-16,2023-12-16 05:12:00,Medium
960,150,Downtime,2023-04-15,2023-04-15 07:57:00,Low
961,411,Downtime,2023-03-14,2023-03-14 06:43:00,High
962,50,Downtime,2023-08-08,2023-08-08 02:21:00,High
963,256,Security Breach,2023-12-05,2023-12-05 01:59:00,High
964,34,Security Breach,2023-05-07,2023-05-07 00:41:00,Low
965,228,Downtime,2023-10-10,2023-10-10 00:56:00,Medium
966,365,Security Breach,2023-07-15,2023-07-15 00:49:00,Medium
967,381,Security Breach,2023-12-03,2023-12-03 07:39:00,High
968,264,Downtime,2023-09-23,2023-09-23 05:51:00,High
969,212,Downtime,2023-12-07,2023-12-07 07:26:00,Low
970,469,Security Breach,2023-06-28,2023-06-28 06:51:00,High
971,235,Downtime,2023-04-22,2023-04-22 01:43:00,Medium
972,222,Security Breach,2023-09-22,2023-09-22 08:55:00,Medium
973,489,Security Breach,2023-09-01,2023-09-01 06:30:00,Medium
974,160,Downtime,2023-02-06,2023-02-06 05:31:00,Low
975,6,Security Breach,2023-07-16,2023-07-16 00:35:00,Low
976,477,Downtime,2023-09-08,2023-09-08 07:40:00,High
977,126,Security Breach,2023-04-07,2023-04-07 08:48:00,Low
978,404,Security Breach,2023-04-09,2023-04-09 06:07:00,Medium
979,282,Downtime,2023-02-10,2023-02-10 00:20:00,Low
980,258,Security Breach,2023-08-25,2023-08-25 01:28:00,Low
981,417,Security Breach,2023-11-17,2023-11-17 09:48:00,Medium
982,380,Downtime,2023-08-06,2023-08-06 03:14:00,Low
983,291,Security Breach,2023-07-11,2023-07-11 06:14:00,High
984,287,Downtime,2023-06-20,2023-06-20 07:17:00,High
985,208,Downtime,2023-04-09,2023-04-09 04:30:00,Medium
986,12,Security Breach,2023-01-20,2023-01-20 08:32:00,High
987,145,Downtime,2023-12-05,2023-12-05 08:06:00,Medium
988,107,Security Breach,2023-12-24,2023-12-24 03:12:00,Medium
989,59,Downtime,2023-04-08,2023-04-08 02:44:00,High
990,396,Downtime,2023-11-04,2023-11-04 08:38:00,Medium
991,356,Downtime,2023-06-25,2023-06-25 01:50:00,Low
992,3,Security Breach,2023-01-25,2023-01-25 00:14:00,Medium
993,174,Security Breach,2023-10-04,2023-10-04 09:17:00,Low
994,62,Security Breach,2023-11-12,2023-11-12 01:40:00,Low
995,184,Downtime,2023-02-09,2023-02-09 00:36:00,Medium
996,463,Security Breach,2023-06-02,2023-06-02 00:41:00,High
997,29,Downtime,2023-05-31,2023-05-31 05:45:00,Low
998,227,Downtime,2023-10-06,2023-10-06 00:24:00,High
999,20,Downtime,2023-02-16,2023-02-16 02:45:00,High
1000,392,Security Breach,2023-06-05,2023-06-05 00:29:00,Low
1001,165,Downtime,2023-11-30,2023-11-30 01:44:00,High
1002,101,Security Breach,2023-12-02,2023-12-02 03:04:00,High
1003,214,Downtime,2023-09-03,2023-09-03 04:10:00,Low
1004,76,Downtime,2023-02-20,2023-02-20 09:22:00,Low
1005,30,Downtime,2023-09-12,2023-09-12 05:06:00,High
1006,418,Downtime,2023-01-20,2023-01-20 04:51:00,Medium
1007,62,Downtime,2023-11-26,2023-11-26 08:16:00,Medium
1008,156,Downtime,2023-06-21,2023-06-21 07:27:00,Low
1009,120,Downtime,2023-08-18,2023-08-18 05:18:00,High
1010,487,Downtime,2023-11-17,2023-11-17 07:51:00,High
1011,125,Security Breach,2023-02-13,2023-02-13 01:54:00,High
1012,436,Security Breach,2023-10-17,2023-10-17 06:16:00,High
1013,372,Security Breach,2023-11-05,2023-11-05 06:16:00,Medium
1014,7,Security Breach,2023-12-26,2023-12-26 01:15:00,High
1015,90,Security Breach,2023-12-28,2023-12-28 09:19:00,Low
1016,64,Security Breach,2023-01-04,2023-01-04 04:03:00,High
1017,159,Downtime,2023-05-05,2023-05-05 06:53:00,Low
1018,117,Downtime,2023-03-20,2023-03-20 00:45:00,Medium
1019,192,Downtime,2023-12-02,2023-12-02 05:49:00,Medium
1020,82,Downtime,2023-12-29,2023-12-29 07:58:00,Medium
1021,332,Security Breach,2023-03-04,2023-03-04 04:08:00,High
1022,261,Downtime,2023-11-30,2023-11-30 01:00:00,High
1023,428,Downtime,2023-02-07,2023-02-07 09:58:00,Medium
1024,239,Downtime,2023-06-01,2023-06-01 01:07:00,Medium
1025,34,Downtime,2023-11-16,2023-11-16 00:51:00,Medium
1026,154,Downtime,2023-09-29,2023-09-29 03:14:00,Medium
1027,488,Downtime,2023-06-22,2023-06-22 01:25:00,High
1028,55,Downtime,2023-06-26,2023-06-26 04:25:00,Low
1029,133,Downtime,2023-01-10,2023-01-10 07:50:00,Medium
1030,232,Security Breach,2023-05-19,2023-05-19 03:54:00,Low
1031,444,Security Breach,2023-03-02,2023-03-02 04:34:00,Medium
1032,85,Downtime,2023-09-19,2023-09-19 06:04:00,Low
1033,71,Security Breach,2023-09-30,2023-09-30 02:12:00,Medium
1034,487,Downtime,2023-03-18,2023-03-18 04:15:00,Medium
1035,78,Security Breach,2023-01-12,2023-01-12 05:08:00,Low
1036,205,Security Breach,2023-01-17,2023-01-17 03:01:00,Low
1037,486,Downtime,2023-09-27,2023-09-27 02:03:00,Medium
1038,488,Downtime,2023-01-06,2023-01-06 07:07:00,Medium
1039,101,Security Breach,2023-07-12,2023-07-12 08:40:00,Low
1040,39,Security Breach,2023-03-28,2023-03-28 07:42:00,Low
1041,326,Security Breach,2023-02-18,2023-02-18 02:51:00,Low
1042,368,Downtime,2023-06-04,2023-06-04 06:13:00,Low
1043,195,Downtime,2023-04-17,2023-04-17 07:52:00,High
1044,58,Security Breach,2023-07-07,2023-07-07 00:59:00,High
1045,261,Downtime,2023-03-20,2023-03-20 08:43:00,Low
1046,392,Security Breach,2023-01-07,2023-01-07 01:33:00,Medium
1047,365,Downtime,2023-07-05,2023-07-05 00:23:00,Medium
1048,338,Security Breach,2023-07-05,2023-07-05 05:05:00,High
1049,115,Downtime,2023-09-14,2023-09-14 00:52:00,Low
1050,101,Downtime,2023-05-29,2023-05-29 03:57:00,High
1051,485,Downtime,2024-01-01,2024-01-01 06:13:00,Medium
1052,279,Downtime,2023-07-05,2023-07-05 05:14:00,High
1053,66,Security Breach,2023-07-05,2023-07-05 00:31:00,High
1054,199,Security Breach,2023-05-03,2023-05-03 01:47:00,Low
1055,184,Security Breach,2023-11-22,2023-11-22 03:03:00,Low
1056,473,Security Breach,2023-11-20,2023-11-20 03:22:00,Medium
1057,50,Downtime,2023-06-01,2023-06-01 05:41:00,Low
1058,53,Security Breach,2023-04-30,2023-04-30 00:30:00,High
1059,416,Downtime,2023-03-07,2023-03-07 07:02:00,Medium
1060,76,Downtime,2023-09-11,2023-09-11 06:38:00,Medium
1061,5,Security Breach,2023-08-31,2023-08-31 09:27:00,Medium
1062,367,Security Breach,2023-01-06,2023-01-06 01:12:00,Medium
1063,353,Downtime,2023-03-09,2023-03-09 02:41:00,Medium
1064,456,Security Breach,2023-09-03,2023-09-03 03:35:00,High
1065,48,Security Breach,2023-06-06,2023-06-06 08:13:00,High
1066,340,Downtime,2023-05-29,2023-05-29 05:21:00,Low
1067,280,Downtime,2023-05-29,2023-05-29 05:34:00,Medium
1068,161,Downtime,2023-10-18,2023-10-18 01:06:00,Low
1069,292,Downtime,2023-11-28,2023-11-28 05:15:00,Medium
1070,161,Downtime,2023-08-16,2023-08-16 03:27:00,Low
1071,233,Security Breach,2023-07-29,2023-07-29 01:42:00,Low
1072,79,Security Breach,2023-02-01,2023-02-01 05:02:00,Low
1073,478,Downtime,2023-05-15,2023-05-15 01:10:00,Medium
1074,173,Downtime,2023-06-08,2023-06-08 00:50:00,Medium
1075,27,Downtime,2023-07-20,2023-07-20 05:48:00,High
1076,225,Security Breach,2023-12-04,2023-12-04 02:22:00,High
1077,370,Downtime,2023-07-03,2023-07-03 01:21:00,Low
1078,75,Downtime,2023-11-02,2023-11-02 07:46:00,High
1079,204,Security Breach,2023-04-18,2023-04-18 02:41:00,High
1080,311,Downtime,2023-03-01,2023-03-01 04:30:00,Medium
1081,259,Security Breach,2023-03-06,2023-03-06 06:30:00,Low
1082,468,Security Breach,2023-05-01,2023-05-01 00:41:00,High
1083,4,Security Breach,2023-04-02,2023-04-02 02:47:00,Medium
1084,339,Downtime,2023-12-21,2023-12-21 05:53:00,Low
1085,53,Downtime,2023-06-06,2023-06-06 01:19:00,High
1086,348,Downtime,2023-04-01,2023-04-01 02:33:00,Low
1087,310,Security Breach,2023-08-25,2023-08-25 03:22:00,High
1088,492,Downtime,2023-03-26,2023-03-26 08:24:00,Medium
1089,283,Downtime,2023-08-29,2023-08-29 09:12:00,Low
1090,24,Security Breach,2023-10-06,2023-10-06 09:00:00,Low
1091,73,Security Breach,2023-09-20,2023-09-20 01:23:00,Low
1092,274,Security Breach,2023-02-14,2023-02-14 07:26:00,High
1093,172,Security Breach,2023-10-20,2023-10-20 07:44:00,Medium
1094,318,Downtime,2023-07-21,2023-07-21 05:05:00,Low
1095,92,Security Breach,2023-01-27,2023-01-27 01:01:00,Low
1096,17,Security Breach,2023-06-20,2023-06-20 00:40:00,High
1097,415,Security Breach,2023-06-30,2023-06-30 04:08:00,High
1098,458,Downtime,2023-11-07,2023-11-07 07:29:00,Low
1099,361,Security Breach,2023-11-28,2023-11-28 09:45:00,Low
1100,2,Security Breach,2023-01-31,2023-01-31 09:31:00,Low
1101,44,Downtime,2023-09-22,2023-09-22 05:05:00,High
1102,249,Downtime,2023-11-09,2023-11-09 02:44:00,High
1103,22,Downtime,2023-12-01,2023-12-01 09:06:00,Medium
1104,88,Security Breach,2023-09-09,2023-09-09 00:15:00,Low
1105,278,Security Breach,2023-03-20,2023-03-20 09:35:00,Low
1106,1,Security Breach,2023-08-15,2023-08-15 08:47:00,High
1107,389,Downtime,2023-06-29,2023-06-29 03:56:00,High
1108,475,Downtime,2023-01-03,2023-01-03 07:23:00,High
1109,100,Downtime,2023-12-26,2023-12-26 07:00:00,Low
1110,129,Security Breach,2023-12-02,2023-12-02 04:17:00,High
1111,197,Downtime,2023-10-02,2023-10-02 02:43:00,High
1112,409,Downtime,2023-03-27,2023-03-27 02:13:00,Low
1113,244,Downtime,2023-03-12,2023-03-12 07:18:00,High
1114,114,Downtime,2023-05-06,2023-05-06 01:18:00,Low
1115,129,Downtime,2023-03-16,2023-03-16 04:18:00,High
1116,96,Security Breach,2023-05-20,2023-05-20 08:05:00,Low
1117,309,Security Breach,2023-12-25,2023-12-25 03:57:00,Medium
1118,103,Security Breach,2023-05-20,2023-05-20 01:01:00,Medium
1119,118,Security Breach,2023-08-31,2023-08-31 09:48:00,Medium
1120,306,Downtime,2023-04-28,2023-04-28 01:35:00,Low
1121,97,Downtime,2023-07-09,2023-07-09 08:01:00,Low
1122,237,Security Breach,2023-10-31,2023-10-31 09:35:00,Low
1123,471,Downtime,2023-07-17,2023-07-17 05:29:00,Low
1124,426,Downtime,2023-01-19,2023-01-19 05:27:00,High
1125,153,Downtime,2023-06-27,2023-06-27 08:18:00,Medium
1126,445,Downtime,2023-04-03,2023-04-03 01:07:00,High
1127,414,Downtime,2023-08-06,2023-08-06 01:05:00,Low
1128,15,Security Breach,2023-06-14,2023-06-14 08:47:00,High
1129,80,Security Breach,2023-11-23,2023-11-23 05:10:00,Low
1130,343,Security Breach,2023-11-18,2023-11-18 06:14:00,High
1131,425,Downtime,2023-05-04,2023-05-04 06:21:00,High
1132,32,Downtime,2023-04-12,2023-04-12 05:16:00,Low
1133,484,Security Breach,2023-09-04,2023-09-04 03:03:00,Low
1134,440,Security Breach,2023-03-10,2023-03-10 05:48:00,High
1135,267,Downtime,2023-08-06,2023-08-06 01:20:00,High
1136,400,Security Breach,2023-01-11,2023-01-11 09:06:00,High
1137,48,Security Breach,2023-01-11,2023-01-11 07:36:00,Low
1138,317,Security Breach,2023-06-20,2023-06-20 05:59:00,Low
1139,91,Security Breach,2023-09-08,2023-09-08 02:42:00,Low
1140,423,Security Breach,2023-08-14,2023-08-14 01:08:00,Medium
1141,55,Downtime,2023-03-15,2023-03-15 09:54:00,Medium
1142,435,Downtime,2023-02-15,2023-02-15 06:19:00,High
1143,113,Security Breach,2023-07-24,2023-07-24 01:42:00,Low
1144,84,Downtime,2023-01-10,2023-01-10 06:26:00,Medium
1145,452,Downtime,2023-02-08,2023-02-08 07:07:00,Medium
1146,407,Security Breach,2023-07-28,2023-07-28 02:46:00,Medium
1147,463,Downtime,2023-03-06,2023-03-06 01:24:00,High
1148,326,Security Breach,2023-06-09,2023-06-09 04:48:00,High
1149,278,Downtime,2023-05-12,2023-05-12 01:49:00,Low
1150,201,Security Breach,2023-12-10,2023-12-10 00:31:00,High
1151,56,Downtime,2023-12-15,2023-12-15 02:14:00,Low
1152,297,Downtime,2023-03-30,2023-03-30 09:09:00,Medium
1153,374,Security Breach,2023-08-28,2023-08-28 00:53:00,Low
1154,156,Security Breach,2023-11-19,2023-11-19 06:31:00,High
1155,400,Downtime,2023-11-17,2023-11-17 06:09:00,Low
1156,448,Security Breach,2023-04-16,2023-04-16 05:15:00,High
1157,332,Security Breach,2023-03-20,2023-03-20 08:59:00,High
1158,63,Security Breach,2023-05-15,2023-05-15 07:10:00,Medium
1159,225,Downtime,2023-08-17,2023-08-17 05:33:00,Low
1160,98,Downtime,2023-07-11,2023-07-11 07:14:00,High
1161,45,Security Breach,2023-04-05,2023-04-05 06:51:00,Low
1162,98,Security Breach,2023-04-06,2023-04-06 04:00:00,Medium
1163,303,Security Breach,2023-07-07,2023-07-07 00:21:00,High
1164,421,Downtime,2023-04-16,2023-04-16 01:57:00,Medium
1165,425,Downtime,2023-04-14,2023-04-14 09:24:00,High
1166,110,Security Breach,2023-05-24,2023-05-24 07:20:00,High
1167,37,Downtime,2023-02-19,2023-02-19 00:29:00,High
1168,199,Security Breach,2023-03-08,2023-03-08 05:58:00,High
1169,249,Security Breach,2023-10-07,2023-10-07 04:35:00,High
1170,430,Downtime,2023-01-02,2023-01-02 02:24:00,Medium
1171,411,Downtime,2023-09-01,2023-09-01 05:41:00,High
1172,158,Downtime,2023-09-13,2023-09-13 04:30:00,High
1173,293,Security Breach,2023-07-31,2023-07-31 06:33:00,High
1174,34,Security Breach,2023-07-20,2023-07-20 01:41:00,Low
1175,315,Downtime,2023-01-12,2023-01-12 02:39:00,Medium
1176,279,Downtime,2023-01-13,2023-01-13 07:16:00,High
1177,296,Security Breach,2023-11-13,2023-11-13 06:03:00,Low
1178,384,Security Breach,2023-06-09,2023-06-09 04:23:00,Medium
1179,403,Downtime,2023-09-05,2023-09-05 04:08:00,High
1180,35,Security Breach,2023-06-10,2023-06-10 09:11:00,Medium
1181,201,Security Breach,2023-12-15,2023-12-15 05:06:00,Low
1182,394,Downtime,2023-08-19,2023-08-19 08:51:00,High
1183,189,Downtime,2023-10-03,2023-10-03 00:27:00,Low
1184,76,Downtime,2023-12-15,2023-12-15 04:30:00,High
1185,479,Downtime,2023-04-07,2023-04-07 03:34:00,Low
1186,161,Security Breach,2023-12-02,2023-12-02 04:09:00,Low
1187,143,Security Breach,2023-12-16,2023-12-16 02:40:00,Medium
1188,42,Downtime,2023-06-11,2023-06-11 08:20:00,Medium
1189,326,Security Breach,2023-11-14,2023-11-14 06:26:00,Low
1190,97,Security Breach,2023-10-23,2023-10-23 05:14:00,High
1191,176,Security Breach,2023-07-24,2023-07-24 04:09:00,High
1192,167,Downtime,2023-11-17,2023-11-17 03:00:00,Low
1193,347,Downtime,2023-06-07,2023-06-07 00:26:00,Medium
1194,235,Downtime,2023-09-14,2023-09-14 03:11:00,High
1195,56,Downtime,2023-10-03,2023-10-03 01:30:00,Medium
1196,109,Security Breach,2023-09-28,2023-09-28 05:28:00,Medium
1197,33,Security Breach,2023-06-13,2023-06-13 08:12:00,Medium
1198,156,Security Breach,2023-05-12,2023-05-12 06:43:00,Medium
1199,330,Security Breach,2023-06-01,2023-06-01 06:30:00,High
1200,204,Downtime,2023-03-19,2023-03-19 04:45:00,High
1201,30,Security Breach,2023-10-03,2023-10-03 07:41:00,Low
1202,491,Downtime,2023-04-11,2023-04-11 01:25:00,High
1203,56,Security Breach,2023-03-21,2023-03-21 08:25:00,Medium
1204,371,Security Breach,2023-10-24,2023-10-24 07:51:00,Low
1205,415,Downtime,2023-12-24,2023-12-24 02:19:00,High
1206,186,Downtime,2023-07-02,2023-07-02 02:53:00,High
1207,200,Downtime,2023-05-26,2023-05-26 03:30:00,High
1208,348,Security Breach,2023-09-25,2023-09-25 04:20:00,High
1209,495,Security Breach,2023-12-19,2023-12-19 10:00:00,Low
1210,122,Security Breach,2023-06-09,2023-06-09 09:08:00,High
1211,421,Security Breach,2023-04-11,2023-04-11 05:47:00,Medium
1212,146,Downtime,2023-08-19,2023-08-19 05:03:00,Medium
1213,20,Security Breach,2023-09-12,2023-09-12 07:39:00,High
1214,307,Security Breach,2023-03-04,2023-03-04 02:46:00,Low
1215,372,Downtime,2023-08-21,2023-08-21 00:58:00,Low
1216,494,Security Breach,2023-03-30,2023-03-30 03:08:00,Low
1217,126,Downtime,2023-04-17,2023-04-17 01:59:00,High
1218,101,Downtime,2023-11-30,2023-11-30 07:04:00,Medium
1219,442,Downtime,2023-04-06,2023-04-06 07:40:00,High
1220,227,Security Breach,2023-04-27,2023-04-27 04:17:00,High
1221,263,Security Breach,2023-06-15,2023-06-15 08:47:00,High
1222,240,Downtime,2023-05-11,2023-05-11 03:59:00,High
1223,139,Downtime,2023-04-14,2023-04-14 04:19:00,Low
1224,174,Security Breach,2023-10-02,2023-10-02 08:03:00,High
1225,465,Security Breach,2023-05-21,2023-05-21 01:18:00,Medium
1226,22,Security Breach,2023-02-02,2023-02-02 05:52:00,Medium
1227,385,Downtime,2023-04-22,2023-04-22 08:43:00,Low
1228,97,Security Breach,2023-11-06,2023-11-06 06:42:00,Medium
1229,478,Downtime,2023-07-24,2023-07-24 01:05:00,Low
1230,23,Downtime,2023-06-03,2023-06-03 08:08:00,Low
1231,220,Security Breach,2023-10-14,2023-10-14 02:23:00,Low
1232,101,Security Breach,2023-08-11,2023-08-11 06:39:00,Low
1233,403,Security Breach,2023-02-20,2023-02-20 06:12:00,Low
1234,120,Downtime,2023-01-20,2023-01-20 01:32:00,Low
1235,97,Security Breach,2023-10-18,2023-10-18 07:19:00,Medium
1236,235,Downtime,2023-09-12,2023-09-12 01:22:00,Medium
1237,146,Downtime,2023-12-23,2023-12-23 05:01:00,Low
1238,145,Security Breach,2023-12-12,2023-12-12 07:54:00,High
1239,381,Downtime,2023-02-27,2023-02-27 09:02:00,Low
1240,109,Downtime,2023-05-30,2023-05-30 02:15:00,High
1241,149,Security Breach,2023-04-22,2023-04-22 02:08:00,High
1242,394,Security Breach,2023-12-23,2023-12-23 05:17:00,High
1243,269,Downtime,2023-10-19,2023-10-19 07:23:00,Low
1244,49,Downtime,2023-03-11,2023-03-11 01:13:00,High
1245,345,Security Breach,2023-11-04,2023-11-04 09:20:00,Low
1246,191,Downtime,2023-12-15,2023-12-15 05:06:00,Low
1247,159,Security Breach,2023-05-06,2023-05-06 08:04:00,Low
1248,210,Security Breach,2023-03-08,2023-03-08 03:46:00,High
1249,100,Security Breach,2023-02-23,2023-02-23 07:55:00,Medium
1250,224,Security Breach,2023-04-05,2023-04-05 06:02:00,Medium
1251,266,Security Breach,2023-04-21,2023-04-21 06:15:00,Medium
1252,290,Downtime,2023-05-15,2023-05-15 00:40:00,Low
1253,138,Security Breach,2023-01-20,2023-01-20 08:15:00,Medium
1254,398,Downtime,2023-10-15,2023-10-15 00:18:00,Low
1255,249,Security Breach,2023-05-08,2023-05-08 01:09:00,Medium
1256,39,Security Breach,2023-02-09,2023-02-09 03:42:00,High
1257,326,Downtime,2023-10-26,2023-10-26 02:23:00,High
1258,459,Security Breach,2023-03-28,2023-03-28 00:16:00,Low
1259,479,Security Breach,2023-05-14,2023-05-14 08:52:00,High
1260,181,Security Breach,2023-09-26,2023-09-26 05:57:00,Low
1261,148,Downtime,2023-05-05,2023-05-05 08:48:00,Low
1262,385,Security Breach,2023-03-27,2023-03-27 05:16:00,High
1263,209,Downtime,2023-10-30,2023-10-30 07:30:00,High
1264,162,Security Breach,2023-04-02,2023-04-02 08:42:00,Medium
1265,141,Downtime,2023-05-29,2023-05-29 08:10:00,Low
1266,219,Downtime,2023-11-03,2023-11-03 09:59:00,High
1267,411,Security Breach,2023-07-04,2023-07-04 01:47:00,Low
1268,177,Downtime,2023-09-15,2023-09-15 02:32:00,Medium
1269,266,Security Breach,2023-11-08,2023-11-08 00:24:00,Medium
1270,309,Security Breach,2023-10-31,2023-10-31 04:31:00,Medium
1271,236,Security Breach,2023-02-07,2023-02-07 02:23:00,Medium
1272,84,Downtime,2023-11-16,2023-11-16 03:40:00,Low
1273,263,Downtime,2023-09-28,2023-09-28 09:53:00,Low
1274,442,Downtime,2023-07-18,2023-07-18 07:12:00,Low
1275,141,Security Breach,2023-06-06,2023-06-06 05:24:00,High
1276,218,Downtime,2023-09-05,2023-09-05 02:34:00,High
1277,194,Downtime,2023-12-13,2023-12-13 05:39:00,Medium
1278,492,Downtime,2023-05-13,2023-05-13 01:44:00,Low
1279,444,Security Breach,2023-09-10,2023-09-10 05:59:00,High
1280,186,Security Breach,2023-07-09,2023-07-09 05:42:00,High
1281,88,Security Breach,2023-03-06,2023-03-06 06:55:00,Low
